id,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date,good_bad,
1066744,2/1/16,Fully Paid, 60 months,17200,55000,9.56,695,24,10+ years,E,MORTGAGE,2/1/16,Good,
1066745,2/1/16,Charged Off, 36 months,24000,82000,22.71,665,,6 years,B,MORTGAGE,2/1/16,Bad,
1066746,2/1/16,Fully Paid, 36 months,25000,91000,25.17,665,28,9 years,D,RENT,2/1/16,Good,
1066747,2/1/16,Fully Paid, 36 months,10200,120000,9.01,780,,3 years,A,RENT,2/1/16,Good,
1066748,2/1/16,Fully Paid, 36 months,20000,68000,17.97,700,,10+ years,A,RENT,2/1/16,Good,
1066749,2/1/16,Fully Paid, 36 months,10000,58000,28.82,700,,10+ years,A,MORTGAGE,2/1/16,Good,
1066750,2/1/16,Fully Paid, 36 months,6500,28000,26.75,660,,6 years,C,RENT,2/1/16,Good,
1066751,2/1/16,Charged Off, 36 months,9300,31000,18.04,670,71,3 years,E,RENT,2/1/16,Bad,
1066752,2/1/16,Fully Paid, 36 months,7000,45000,24.48,660,30,10+ years,B,RENT,2/1/16,Good,
1066753,2/1/16,Fully Paid, 36 months,18500,85000,27.53,760,,4 years,A,RENT,2/1/16,Good,
1066754,2/1/16,Fully Paid, 36 months,20000,83000,17.39,665,,8 years,C,MORTGAGE,2/1/16,Good,
1066755,2/1/16,Fully Paid, 36 months,3200,40000,36.24,685,,1 year,D,RENT,2/1/16,Good,
1066756,2/1/16,Current, 60 months,30000,135000,16.54,695,4,10+ years,C,MORTGAGE,2/1/16,Good,
1066757,2/1/16,Charged Off, 36 months,16000,52000,18.72,670,28,10+ years,B,MORTGAGE,2/1/16,Bad,
1066758,2/1/16,Current, 60 months,12000,41000,20.84,665,,,C,RENT,2/1/16,Good,
1066759,2/1/16,Fully Paid, 36 months,35000,89000,23.64,725,,2 years,B,MORTGAGE,2/1/16,Good,
1066760,2/1/16,Fully Paid, 36 months,8000,76000,15.3,665,6,10+ years,B,MORTGAGE,2/1/16,Good,
1066761,2/1/16,Fully Paid, 36 months,7500,49521,26.47,680,,,A,OWN,2/1/16,Good,
1066762,2/1/16,Fully Paid, 36 months,15000,101000,18.82,720,41,10+ years,B,MORTGAGE,2/1/16,Good,
1066763,2/1/16,Current, 60 months,15000,70000,21.67,695,69,10+ years,D,MORTGAGE,2/1/16,Good,
1066764,2/1/16,Fully Paid, 36 months,15000,70000,22.44,710,,6 years,C,MORTGAGE,2/1/16,Good,
1066765,2/1/16,Fully Paid, 36 months,3025,47000,14.22,695,,10+ years,A,MORTGAGE,2/1/16,Good,
1066767,2/1/16,Fully Paid, 36 months,24000,75000,7.42,660,,4 years,B,MORTGAGE,2/1/16,Good,
1066768,2/1/16,Charged Off, 36 months,5000,46000,21.6,670,,1 year,E,RENT,2/1/16,Bad,
1066769,2/1/16,Fully Paid, 36 months,16000,70000,18.31,700,25,10+ years,A,MORTGAGE,2/1/16,Good,
1066770,2/1/16,Fully Paid, 36 months,12000,74000,21.33,665,48,3 years,B,MORTGAGE,2/1/16,Good,
1066771,2/1/16,Fully Paid, 36 months,15000,40000,18.45,675,12,10+ years,B,MORTGAGE,2/1/16,Good,
1066772,2/1/16,Fully Paid, 36 months,11050,45000,14.21,700,15,8 years,A,MORTGAGE,2/1/16,Good,
1066773,2/1/16,Fully Paid, 36 months,20000,59000,20.06,685,28,10+ years,C,MORTGAGE,2/1/16,Good,
1066774,2/1/16,Fully Paid, 60 months,30000,96500,12.54,660,43,7 years,D,RENT,2/1/16,Good,
1066775,2/1/16,Charged Off, 36 months,6000,155000,12.79,795,,2 years,B,RENT,2/1/16,Bad,
1066776,2/1/16,Fully Paid, 36 months,10000,42000,21.17,710,44,8 years,A,RENT,2/1/16,Good,
1066777,2/1/16,Charged Off, 36 months,8900,20000,10.43,700,11,,D,RENT,2/1/16,Bad,
1066778,2/1/16,Fully Paid, 36 months,20000,92000,22.19,705,30,10+ years,A,MORTGAGE,2/1/16,Good,
1066779,2/1/16,Fully Paid, 36 months,4800,47000,26.63,675,67,10+ years,B,RENT,2/1/16,Good,
1066780,2/1/16,Charged Off, 36 months,10000,100000,18.43,660,18,10+ years,C,MORTGAGE,2/1/16,Bad,
1066781,2/1/16,Fully Paid, 36 months,30000,125000,15.65,720,46,3 years,B,RENT,2/1/16,Good,
1066782,2/1/16,Current, 60 months,24000,53000,10.6,740,,10+ years,A,MORTGAGE,2/1/16,Good,
1066783,2/1/16,Fully Paid, 36 months,5600,47000,10.04,670,7,1 year,B,MORTGAGE,2/1/16,Good,
1066784,2/1/16,Fully Paid, 36 months,12000,49624,27.67,665,55,10+ years,A,MORTGAGE,2/1/16,Good,
1066785,2/1/16,Current, 60 months,18000,70000,8.18,680,39,10+ years,C,MORTGAGE,2/1/16,Good,
1066786,2/1/16,Fully Paid, 60 months,10000,65000,21.21,700,27,10+ years,E,MORTGAGE,2/1/16,Good,
1066787,2/1/16,Charged Off, 60 months,19800,58298,11.42,730,12,10+ years,C,RENT,2/1/16,Bad,
1066788,2/1/16,Fully Paid, 36 months,20000,70000,7.61,685,,< 1 year,C,MORTGAGE,2/1/16,Good,
1066789,2/1/16,Fully Paid, 36 months,4400,50000,14.79,690,45,7 years,C,MORTGAGE,2/1/16,Good,
1066790,2/1/16,Fully Paid, 60 months,18000,82000,25.07,695,57,1 year,C,MORTGAGE,2/1/16,Good,
1066791,2/1/16,Current, 60 months,32000,113000,2.12,730,63,10+ years,B,MORTGAGE,2/1/16,Good,
1066792,2/1/16,Fully Paid, 36 months,13000,93000,14.87,710,,10+ years,A,MORTGAGE,2/1/16,Good,
1066793,2/1/16,Current, 60 months,12875,44000,28.01,685,,7 years,E,MORTGAGE,2/1/16,Good,
1066794,2/1/16,Current, 60 months,18675,44500,30.04,695,62,5 years,E,MORTGAGE,2/1/16,Good,
1066795,2/1/16,Fully Paid, 36 months,20000,46961,14.13,675,,10+ years,B,MORTGAGE,2/1/16,Good,
1066796,2/1/16,Fully Paid, 60 months,14000,71400,17.88,710,,10+ years,B,RENT,2/1/16,Good,
1066797,2/1/16,Charged Off, 60 months,35000,120000,27.87,690,,8 years,E,MORTGAGE,2/1/16,Bad,
1066798,2/1/16,Charged Off, 36 months,10000,76000,15.08,670,,7 years,C,RENT,2/1/16,Bad,
1066799,2/1/16,Fully Paid, 36 months,19000,93000,14.03,735,,,A,OWN,2/1/16,Good,
1066800,2/1/16,Current, 60 months,22400,90000,14.69,675,4,10+ years,C,MORTGAGE,2/1/16,Good,
1066801,2/1/16,Fully Paid, 36 months,8000,66500,7.71,660,36,< 1 year,C,RENT,2/1/16,Good,
1066802,2/1/16,Fully Paid, 36 months,7500,75000,18.82,705,20,8 years,D,MORTGAGE,2/1/16,Good,
1066803,2/1/16,Charged Off, 60 months,17500,35000,20.34,760,,,B,OWN,2/1/16,Bad,
1066804,2/1/16,Fully Paid, 36 months,15000,85000,22.28,685,18,10+ years,A,MORTGAGE,2/1/16,Good,
1066805,2/1/16,Charged Off, 36 months,8000,65000,18.35,705,79,5 years,A,MORTGAGE,2/1/16,Bad,
1066806,2/1/16,Fully Paid, 36 months,7200,34500,24.8,660,21,1 year,B,MORTGAGE,2/1/16,Good,
1066807,2/1/16,Charged Off, 36 months,16000,55000,26.21,670,,2 years,B,RENT,2/1/16,Bad,
1066808,2/1/16,Fully Paid, 36 months,20000,56000,33.33,725,,8 years,B,MORTGAGE,2/1/16,Good,
1066809,2/1/16,Fully Paid, 36 months,7000,55000,14.75,685,,10+ years,A,MORTGAGE,2/1/16,Good,
1066810,2/1/16,Charged Off, 60 months,19200,80500,8.84,740,,10+ years,B,MORTGAGE,2/1/16,Bad,
1066811,2/1/16,Charged Off, 36 months,10000,60552,28.24,695,,1 year,B,OWN,2/1/16,Bad,
1066812,2/1/16,Charged Off, 36 months,17200,41000,11.07,660,73,4 years,D,RENT,2/1/16,Bad,
1066813,2/1/16,Fully Paid, 36 months,2650,75000,2.93,680,,10+ years,C,OWN,2/1/16,Good,
1066814,2/1/16,Fully Paid, 36 months,10000,75000,10.74,790,,< 1 year,A,MORTGAGE,2/1/16,Good,
1066815,2/1/16,Fully Paid, 36 months,16000,82000,20.46,685,,10+ years,D,MORTGAGE,2/1/16,Good,
1066816,2/1/16,Charged Off, 60 months,18000,50000,25.42,695,,10+ years,F,MORTGAGE,2/1/16,Bad,
1066817,2/1/16,Charged Off, 36 months,15000,53000,30.71,680,41,10+ years,D,RENT,2/1/16,Bad,
1066818,2/1/16,Charged Off, 36 months,8000,45000,30.51,665,9,10+ years,C,RENT,2/1/16,Bad,
1066819,2/1/16,Current, 60 months,20200,50500,31.18,665,,10+ years,F,MORTGAGE,2/1/16,Good,
1066820,2/1/16,Fully Paid, 36 months,11000,95000,6.24,685,3,1 year,B,RENT,2/1/16,Good,
1066821,2/1/16,Fully Paid, 36 months,16000,82000,18.66,680,55,2 years,A,MORTGAGE,2/1/16,Good,
1066822,2/1/16,Fully Paid, 36 months,5000,25000,18.1,740,,7 years,A,MORTGAGE,2/1/16,Good,
1066823,2/1/16,Fully Paid, 60 months,18000,135000,9.86,695,25,10+ years,A,MORTGAGE,2/1/16,Good,
1066824,2/1/16,Fully Paid, 60 months,25000,120000,4.15,685,,3 years,E,OWN,2/1/16,Good,
1066825,2/1/16,Current, 60 months,24000,198000,12.16,700,46,8 years,C,MORTGAGE,2/1/16,Good,
1066826,2/1/16,Fully Paid, 36 months,10000,47000,18.74,670,51,1 year,B,RENT,2/1/16,Good,
1066827,2/1/16,Fully Paid, 36 months,15000,56500,16.23,725,17,3 years,A,OWN,2/1/16,Good,
1066828,2/1/16,Charged Off, 36 months,10300,43000,16.05,685,5,,E,MORTGAGE,2/1/16,Bad,
1066829,2/1/16,Fully Paid, 36 months,10000,55000,41.95,665,61,10+ years,C,MORTGAGE,2/1/16,Good,
1066830,2/1/16,Fully Paid, 36 months,5000,19404,16.76,715,,,B,RENT,2/1/16,Good,
1066831,2/1/16,Fully Paid, 60 months,26400,70000,31.63,675,29,10+ years,E,MORTGAGE,2/1/16,Good,
1066832,2/1/16,Fully Paid, 36 months,10000,45000,12.56,665,7,10+ years,B,MORTGAGE,2/1/16,Good,
1066833,2/1/16,Fully Paid, 36 months,4500,42000,7.11,695,42,1 year,B,RENT,2/1/16,Good,
1066834,2/1/16,Late (31-120 days), 36 months,15000,58000,13.33,690,,,C,MORTGAGE,2/1/16,Bad,
1066835,2/1/16,Fully Paid, 60 months,22400,185000,9.74,690,,3 years,B,MORTGAGE,2/1/16,Good,
1066836,2/1/16,Fully Paid, 36 months,28000,100000,4.1,725,,< 1 year,A,RENT,2/1/16,Good,
1066837,2/1/16,Fully Paid, 36 months,14000,81300,27.19,665,10,8 years,C,RENT,2/1/16,Good,
1066838,2/1/16,Fully Paid, 60 months,35000,80000,14,710,,10+ years,C,OWN,2/1/16,Good,
1066839,2/1/16,Charged Off, 60 months,12000,50000,13.75,670,12,3 years,D,MORTGAGE,2/1/16,Bad,
1066840,2/1/16,Fully Paid, 36 months,35000,120000,17.06,715,27,10+ years,B,MORTGAGE,2/1/16,Good,
1066841,2/1/16,Charged Off, 36 months,25000,68000,16.87,690,31,,C,MORTGAGE,2/1/16,Bad,
1066842,2/1/16,Fully Paid, 36 months,8000,40600,31.19,715,,10+ years,B,MORTGAGE,2/1/16,Good,
1066843,2/1/16,Current, 60 months,25000,100000,20.64,715,,10+ years,B,MORTGAGE,2/1/16,Good,
1066844,2/1/16,Fully Paid, 36 months,4500,80000,13.74,675,53,2 years,C,MORTGAGE,2/1/16,Good,
1066845,2/1/16,Fully Paid, 36 months,30000,66000,19.67,715,,4 years,B,MORTGAGE,2/1/16,Good,
1066846,2/1/16,In Grace Period, 60 months,25000,82000,3.95,750,35,8 years,B,OWN,2/1/16,Bad,
1066847,2/1/16,Fully Paid, 36 months,22400,158000,22.78,690,20,1 year,B,MORTGAGE,2/1/16,Good,
1066848,2/1/16,Fully Paid, 36 months,2000,70040,8.19,810,,4 years,C,MORTGAGE,2/1/16,Good,
1066849,2/1/16,Current, 60 months,22800,60000,33.76,665,,3 years,E,OWN,2/1/16,Good,
1066850,2/1/16,Fully Paid, 36 months,15200,45000,7.65,670,27,2 years,B,RENT,2/1/16,Good,
1066851,2/1/16,Fully Paid, 36 months,15000,95000,23.57,660,,4 years,B,MORTGAGE,2/1/16,Good,
1066852,2/1/16,Fully Paid, 36 months,3200,41000,14.05,665,37,10+ years,B,MORTGAGE,2/1/16,Good,
1066853,2/1/16,Fully Paid, 36 months,21000,300000,12.45,760,58,10+ years,A,MORTGAGE,2/1/16,Good,
1066854,2/1/16,Fully Paid, 36 months,12000,117134,14.62,665,14,7 years,C,RENT,2/1/16,Good,
1066855,2/1/16,Fully Paid, 36 months,12000,48000,15.23,660,41,3 years,B,MORTGAGE,2/1/16,Good,
1066856,2/1/16,Fully Paid, 60 months,16000,200000,15.27,685,34,10+ years,C,MORTGAGE,2/1/16,Good,
1066857,2/1/16,Fully Paid, 36 months,4000,85000,25.14,675,54,10+ years,B,MORTGAGE,2/1/16,Good,
1066858,2/1/16,Fully Paid, 36 months,20000,70000,17.04,695,4,< 1 year,B,MORTGAGE,2/1/16,Good,
1066859,2/1/16,Fully Paid, 36 months,3000,48000,12.78,665,,< 1 year,C,RENT,2/1/16,Good,
1066860,2/1/16,Charged Off, 36 months,4000,28000,20.62,690,,8 years,C,MORTGAGE,2/1/16,Bad,
1066861,2/1/16,Fully Paid, 60 months,16000,112000,17.2,725,70,7 years,D,RENT,2/1/16,Good,
1066862,2/1/16,Fully Paid, 36 months,6000,100000,14.68,700,,10+ years,B,RENT,2/1/16,Good,
1066863,2/1/16,Charged Off, 60 months,18900,45000,31.01,700,,10+ years,F,MORTGAGE,2/1/16,Bad,
1066864,2/1/16,Fully Paid, 36 months,12000,32000,35.9,690,,6 years,C,MORTGAGE,2/1/16,Good,
1066865,2/1/16,Fully Paid, 60 months,15000,55000,27.81,675,,1 year,C,RENT,2/1/16,Good,
1066866,2/1/16,Fully Paid, 36 months,9000,32000,23.74,670,21,3 years,B,MORTGAGE,2/1/16,Good,
1066867,2/1/16,Charged Off, 60 months,29000,119000,13.06,760,58,10+ years,C,MORTGAGE,2/1/16,Bad,
1066868,2/1/16,Charged Off, 60 months,11050,30000,27.44,720,,< 1 year,C,RENT,2/1/16,Bad,
1066869,2/1/16,Fully Paid, 36 months,20825,115000,13.22,670,,5 years,C,MORTGAGE,2/1/16,Good,
1066870,2/1/16,Charged Off, 60 months,31900,72500,32.64,685,,10+ years,E,RENT,2/1/16,Bad,
1066871,2/1/16,In Grace Period, 60 months,18000,72000,27.6,685,35,10+ years,C,RENT,2/1/16,Bad,
1066872,2/1/16,Fully Paid, 60 months,20000,62400,19.86,695,,9 years,D,RENT,2/1/16,Good,
1066873,2/1/16,Charged Off, 36 months,15000,61000,25.38,660,13,< 1 year,B,MORTGAGE,2/1/16,Bad,
1066874,2/1/16,Fully Paid, 60 months,11150,95000,30.55,670,8,10+ years,F,MORTGAGE,2/1/16,Good,
1066875,2/1/16,Fully Paid, 36 months,8600,185000,1.12,670,37,9 years,D,RENT,2/1/16,Good,
1066876,2/1/16,Fully Paid, 36 months,20000,82000,25.64,695,16,10+ years,A,RENT,2/1/16,Good,
1066878,2/1/16,Charged Off, 36 months,20000,90050,18.34,675,73,10+ years,B,OWN,2/1/16,Bad,
1066879,2/1/16,Fully Paid, 36 months,22000,145000,17.88,680,67,10+ years,A,MORTGAGE,2/1/16,Good,
1066880,2/1/16,Fully Paid, 36 months,25000,118000,6.45,815,,10+ years,A,OWN,2/1/16,Good,
1066881,2/1/16,Fully Paid, 36 months,4000,54000,6.29,710,,10+ years,B,RENT,2/1/16,Good,
1066882,2/1/16,Charged Off, 36 months,5000,60000,31,665,6,,C,MORTGAGE,2/1/16,Bad,
1066883,2/1/16,Fully Paid, 36 months,14000,45000,23.81,710,,10+ years,C,MORTGAGE,2/1/16,Good,
1066884,2/1/16,Fully Paid, 60 months,33800,93423.45,27.48,710,55,10+ years,D,MORTGAGE,2/1/16,Good,
1066885,2/1/16,Fully Paid, 36 months,14000,97000,32.83,660,15,< 1 year,C,MORTGAGE,2/1/16,Good,
1066886,2/1/16,Charged Off, 36 months,4200,65000,23.74,670,62,10+ years,E,MORTGAGE,2/1/16,Bad,
1066887,2/1/16,Fully Paid, 36 months,20000,96000,2.82,735,,10+ years,C,RENT,2/1/16,Good,
1066888,2/1/16,Current, 60 months,10000,40000,25.86,695,15,10+ years,E,MORTGAGE,2/1/16,Good,
1066889,2/1/16,Fully Paid, 36 months,4925,100000,27.3,680,8,5 years,F,OWN,2/1/16,Good,
1066890,2/1/16,Fully Paid, 60 months,16775,110000,27.11,695,,10+ years,E,MORTGAGE,2/1/16,Good,
1066891,2/1/16,Fully Paid, 60 months,30000,115000,13.3,675,,10+ years,D,MORTGAGE,2/1/16,Good,
1066892,2/1/16,Fully Paid, 60 months,23175,120000,33,715,39,10+ years,E,MORTGAGE,2/1/16,Good,
1066893,2/1/16,Fully Paid, 36 months,5600,43800,8.49,685,31,< 1 year,B,MORTGAGE,2/1/16,Good,
1066894,2/1/16,Fully Paid, 60 months,23800,78000,17.94,665,,6 years,D,RENT,2/1/16,Good,
1066895,2/1/16,Fully Paid, 36 months,8000,125000,3.11,760,,10+ years,B,MORTGAGE,2/1/16,Good,
1066896,2/1/16,Fully Paid, 36 months,12000,98000,13.89,670,,6 years,B,RENT,2/1/16,Good,
1066897,2/1/16,Fully Paid, 36 months,4800,19000,16.61,695,,< 1 year,C,RENT,2/1/16,Good,
1066898,2/1/16,Fully Paid, 36 months,15000,46000,18.76,810,,10+ years,A,MORTGAGE,2/1/16,Good,
1066899,2/1/16,Fully Paid, 36 months,4525,43000,17,665,11,4 years,F,RENT,2/1/16,Good,
1066901,2/1/16,Fully Paid, 36 months,10500,110000,13.99,670,73,8 years,B,OWN,2/1/16,Good,
1066902,2/1/16,Fully Paid, 36 months,5200,66000,21.85,660,35,9 years,B,MORTGAGE,2/1/16,Good,
1066903,2/1/16,Charged Off, 36 months,20000,56000,26.62,705,,10+ years,B,MORTGAGE,2/1/16,Bad,
1066905,2/1/16,Fully Paid, 36 months,28000,215000,11.72,810,,10+ years,A,MORTGAGE,2/1/16,Good,
1066906,2/1/16,Current, 60 months,25000,72000,20.32,690,23,7 years,C,MORTGAGE,2/1/16,Good,
1066907,2/1/16,Fully Paid, 36 months,10000,27000,25.33,750,,,B,OWN,2/1/16,Good,
1066908,2/1/16,Fully Paid, 36 months,30000,76000,10.66,710,,10+ years,A,MORTGAGE,2/1/16,Good,
1066909,2/1/16,Charged Off, 60 months,12600,60000,20.22,700,,10+ years,C,MORTGAGE,2/1/16,Bad,
1066910,2/1/16,Fully Paid, 36 months,8000,35000,26.2,705,21,10+ years,B,MORTGAGE,2/1/16,Good,
1066911,2/1/16,Current, 60 months,14000,505000,21.29,680,,10+ years,C,MORTGAGE,2/1/16,Good,
1066913,2/1/16,Fully Paid, 36 months,8000,52000,15.84,680,55,7 years,B,RENT,2/1/16,Good,
1066914,2/1/16,Fully Paid, 36 months,15000,60000,24.42,695,21,< 1 year,B,MORTGAGE,2/1/16,Good,
1066915,2/1/16,Charged Off, 36 months,10000,75000,18.23,665,52,8 years,B,MORTGAGE,2/1/16,Bad,
1066916,2/1/16,Fully Paid, 36 months,6000,30000,29.92,670,,10+ years,B,RENT,2/1/16,Good,
1066917,2/1/16,Fully Paid, 36 months,9000,109934,10.52,670,36,10+ years,B,MORTGAGE,2/1/16,Good,
1066918,2/1/16,Charged Off, 36 months,12000,70000,18.04,660,34,,B,MORTGAGE,2/1/16,Bad,
1066919,2/1/16,Late (31-120 days), 60 months,16000,40000,34.92,660,,10+ years,C,RENT,2/1/16,Bad,
1066920,2/1/16,Fully Paid, 36 months,10000,24000,11.7,660,25,,B,RENT,2/1/16,Good,
1066921,2/1/16,Charged Off, 36 months,16000,60000,13.9,675,38,1 year,B,OWN,2/1/16,Bad,
1066922,2/1/16,Fully Paid, 36 months,12000,92000,11.04,690,24,10+ years,B,RENT,2/1/16,Good,
1066923,2/1/16,Fully Paid, 36 months,35000,110000,23.39,680,44,10+ years,B,OWN,2/1/16,Good,
1066924,2/1/16,Charged Off, 60 months,18900,115000,15.18,680,10,9 years,A,MORTGAGE,2/1/16,Bad,
1066925,2/1/16,Fully Paid, 60 months,10000,27830,20.87,700,,10+ years,C,MORTGAGE,2/1/16,Good,
1066926,2/1/16,Fully Paid, 60 months,27000,105000,23.43,735,,1 year,B,RENT,2/1/16,Good,
1066927,2/1/16,Fully Paid, 36 months,8600,45000,21.89,740,,2 years,A,RENT,2/1/16,Good,
1066928,2/1/16,Current, 60 months,35000,130000,19.61,735,,5 years,E,MORTGAGE,2/1/16,Good,
1066929,2/1/16,Fully Paid, 36 months,20000,110000,16.63,710,49,10+ years,D,RENT,2/1/16,Good,
1066930,2/1/16,Fully Paid, 36 months,15000,68000,30.53,700,,9 years,B,OWN,2/1/16,Good,
1066931,2/1/16,Fully Paid, 36 months,20000,70000,9.1,690,35,< 1 year,C,MORTGAGE,2/1/16,Good,
1066932,2/1/16,Charged Off, 36 months,5000,23000,22.86,665,72,2 years,C,OWN,2/1/16,Bad,
1066933,2/1/16,Fully Paid, 36 months,4500,215000,7.22,685,8,2 years,A,MORTGAGE,2/1/16,Good,
1066934,2/1/16,Fully Paid, 36 months,35000,108000,16.09,695,51,10+ years,B,MORTGAGE,2/1/16,Good,
1066935,2/1/16,Fully Paid, 36 months,15000,125000,13.64,680,54,5 years,B,RENT,2/1/16,Good,
1066937,2/1/16,Fully Paid, 36 months,8000,85000,14.13,715,62,10+ years,A,MORTGAGE,2/1/16,Good,
1066938,2/1/16,Charged Off, 60 months,30000,90000,35.93,680,,10+ years,E,MORTGAGE,2/1/16,Bad,
1066939,2/1/16,Late (31-120 days), 36 months,12800,42000,33.29,690,,,C,RENT,2/1/16,Bad,
1066940,2/1/16,Fully Paid, 60 months,10200,34000,23.41,700,,,G,OWN,2/1/16,Good,
1066941,2/1/16,Fully Paid, 60 months,28000,93186.33,18.54,680,69,10+ years,C,MORTGAGE,2/1/16,Good,
1066942,2/1/16,Charged Off, 36 months,5000,75000,18.61,660,3,7 years,C,RENT,2/1/16,Bad,
1066943,2/1/16,Fully Paid, 36 months,5000,120000,24.09,690,,10+ years,B,OWN,2/1/16,Good,
1066944,2/1/16,Fully Paid, 36 months,2500,50000,35.41,685,32,10+ years,B,MORTGAGE,2/1/16,Good,
1066945,2/1/16,Charged Off, 60 months,24000,73000,39.5,685,,10+ years,F,RENT,2/1/16,Bad,
1066946,2/1/16,Fully Paid, 60 months,25975,95000,19.81,675,23,,E,MORTGAGE,2/1/16,Good,
1066947,2/1/16,Fully Paid, 36 months,16000,40000,31.32,690,,10+ years,C,RENT,2/1/16,Good,
1066948,2/1/16,Fully Paid, 36 months,15000,55000,16.54,690,,9 years,B,OWN,2/1/16,Good,
1066949,2/1/16,Charged Off, 36 months,8000,72000,20.77,660,28,,C,MORTGAGE,2/1/16,Bad,
1066950,2/1/16,Charged Off, 60 months,12000,50000,5.93,685,,< 1 year,C,MORTGAGE,2/1/16,Bad,
1066951,2/1/16,Fully Paid, 60 months,30000,71000,22.21,675,15,9 years,D,MORTGAGE,2/1/16,Good,
1066953,2/1/16,Current, 60 months,20000,49000,30.12,675,5,7 years,C,MORTGAGE,2/1/16,Good,
1066954,2/1/16,Current, 60 months,24000,63000,22.91,690,60,10+ years,B,MORTGAGE,2/1/16,Good,
1066955,2/1/16,Fully Paid, 36 months,10000,55000,25.75,665,,10+ years,C,MORTGAGE,2/1/16,Good,
1066956,2/1/16,Current, 60 months,16000,85886,20.93,685,,10+ years,C,RENT,2/1/16,Good,
1066957,2/1/16,Fully Paid, 36 months,6400,31000,32.38,670,47,< 1 year,C,RENT,2/1/16,Good,
1066958,2/1/16,Fully Paid, 36 months,35000,189000,15.8,710,47,10+ years,A,MORTGAGE,2/1/16,Good,
1066959,2/1/16,Charged Off, 36 months,3500,40000,28.37,740,,< 1 year,B,RENT,2/1/16,Bad,
1066960,2/1/16,Charged Off, 36 months,21000,71000,13.21,665,31,10+ years,B,OWN,2/1/16,Bad,
1066961,2/1/16,Current, 60 months,30000,83000,13.68,685,17,10+ years,C,MORTGAGE,2/1/16,Good,
1066962,2/1/16,Current, 60 months,31150,82000,12.51,665,24,10+ years,F,MORTGAGE,2/1/16,Good,
1066963,2/1/16,Fully Paid, 36 months,3600,63000,20.81,660,4,10+ years,C,MORTGAGE,2/1/16,Good,
1066964,2/1/16,Fully Paid, 36 months,35000,125000,17.35,680,16,7 years,D,MORTGAGE,2/1/16,Good,
1066966,2/1/16,Charged Off, 60 months,15950,38000,27.73,680,,1 year,G,MORTGAGE,2/1/16,Bad,
1066967,2/1/16,Charged Off, 36 months,10000,50000,26.12,680,55,10+ years,C,MORTGAGE,2/1/16,Bad,
1066968,2/1/16,Current, 60 months,32000,215000,10.06,720,29,3 years,C,MORTGAGE,2/1/16,Good,
1066969,2/1/16,Fully Paid, 36 months,13800,109000,12.21,665,50,10+ years,C,MORTGAGE,2/1/16,Good,
1066970,2/1/16,Charged Off, 36 months,11425,26000,20.68,690,,,C,OWN,2/1/16,Bad,
1066971,2/1/16,Fully Paid, 36 months,16000,54000,32.44,665,,10+ years,C,RENT,2/1/16,Good,
1066972,2/1/16,Fully Paid, 36 months,11000,80000,24.15,670,11,1 year,B,MORTGAGE,2/1/16,Good,
1066973,2/1/16,Fully Paid, 60 months,21000,200000,6.58,660,35,3 years,C,MORTGAGE,2/1/16,Good,
1066974,2/1/16,Fully Paid, 60 months,12000,75000,15.46,705,63,< 1 year,C,RENT,2/1/16,Good,
1066975,2/1/16,Fully Paid, 36 months,6000,60000,34.02,705,3,10+ years,B,RENT,2/1/16,Good,
1066976,2/1/16,Charged Off, 60 months,10000,135000,16.02,710,5,10+ years,B,MORTGAGE,2/1/16,Bad,
1066977,2/1/16,Fully Paid, 36 months,13000,57000,25.43,680,,2 years,C,OWN,2/1/16,Good,
1066978,2/1/16,Charged Off, 60 months,35000,176000,25.76,670,21,10+ years,D,MORTGAGE,2/1/16,Bad,
1066979,2/1/16,Fully Paid, 36 months,8000,22000,32.24,665,,,B,RENT,2/1/16,Good,
1066980,2/1/16,Fully Paid, 36 months,15000,40000,8.58,735,,10+ years,B,RENT,2/1/16,Good,
1066982,2/1/16,Fully Paid, 36 months,14000,130000,17.47,690,,10+ years,C,MORTGAGE,2/1/16,Good,
1066983,2/1/16,Fully Paid, 36 months,6000,60000,33.76,730,41,10+ years,A,RENT,2/1/16,Good,
1066984,2/1/16,Fully Paid, 36 months,10475,58000,27.48,705,61,8 years,C,OWN,2/1/16,Good,
1066985,2/1/16,Fully Paid, 36 months,5000,54000,28.62,660,53,10+ years,D,RENT,2/1/16,Good,
1066986,2/1/16,Fully Paid, 60 months,10000,180000,16.67,660,,10+ years,E,RENT,2/1/16,Good,
1066987,2/1/16,Fully Paid, 36 months,25000,130000,18.93,730,43,10+ years,A,RENT,2/1/16,Good,
1066988,2/1/16,Fully Paid, 36 months,35000,84000,22.52,710,29,10+ years,B,MORTGAGE,2/1/16,Good,
1066989,2/1/16,Fully Paid, 36 months,3600,50000,19.64,690,,10+ years,C,RENT,2/1/16,Good,
1066990,2/1/16,Fully Paid, 60 months,27000,115000,8.58,690,54,9 years,C,MORTGAGE,2/1/16,Good,
1066991,2/1/16,Fully Paid, 36 months,5000,49000,20.33,705,,5 years,C,MORTGAGE,2/1/16,Good,
1066992,2/1/16,Fully Paid, 36 months,25000,87500,7.48,660,,3 years,C,RENT,2/1/16,Good,
